,tubule_diameters,tubule_sizes,tubule_distance_to_closest_instance
st20395,44.94,7637.37,0.34
st20396,48.26,5593.54,0.34
st20397,39.14,1727.04,0.34
st20398,14.16,493.05,0.34
st20399,38.62,2423.17,0.34
st20400,46.53,2834.24,0.34
st20401,12.16,346.82,0.34
st20402,37.63,2964.32,0.34
st20403,22.61,687.84,0.34
st20404,48.86,5770.93,1.91
st20405,26.23,1559.88,0.34
st20406,15.51,528.3,0.34
st20407,13.28,385.82,0.34
st20408,13.25,501.01,0.34
st20409,22.34,635.41,0.34
st20410,42.47,2174.03,3.05
st20411,50.13,3746.76,0.34
st20412,47.52,2212.69,3.58
st20413,20.69,514.88,6.51
st20414,27.19,879.78,0.34
st20415,49.89,3008.78,3.95
st20416,25.42,781.31,0.34
st20417,39.33,3875.94,0.34
st20418,37.8,1560.34,3.93
st20419,48.2,6116.49,0.34
st20420,45.24,2896.66,0.34
st20421,40.31,2048.95,3.95
st20422,20.03,735.48,0.34
st20423,47.9,2639.11,2.26
st20424,44.64,2881.54,0.34
st20425,45.5,5255.02,1.97
st20426,26.19,1621.63,1.91
st20427,46.97,5379.53,0.34
st20428,12.14,206.84,0.34
st20429,22.9,599.94,2.7
st20430,17.53,470.19,0.34
st20431,24.73,1537.14,0.34
st20432,25.81,671.01,0.34
st20433,20.69,517.27,0.34
st20434,32.44,1699.4,0.34
st20435,53.09,11307.49,1.69
st20436,55.88,5380.9,0.34
st20437,55.56,4499.53,2.38
st20438,38.18,4395.03,2.05
st20439,45.49,3244.16,0.34
st20440,44.34,2862.44,1.72
st20441,50.55,3043.69,2.57
st20442,21.47,1160.64,2.38
st20443,33.48,1863.15,1.97
st20444,29.58,1388.63,2.26
st20445,45.27,2031.55,3.2
st20446,49.27,5081.84,2.13
st20447,37.54,2067.94,3.11
st20448,20.91,627.91,0.34
st20449,46.35,2457.17,1.39
st20450,54.39,3423.71,1.97
st20451,56.92,3928.13,1.69
st20452,25.42,876.14,0.34
st20453,30.16,1868.95,0.34
st20454,29.68,1284.93,5.01
st20455,40.61,1928.19,2.16
st20456,38.65,3858.88,2.36
st20457,22.61,574.47,0.34
st20458,47.08,4584.81,2.02
st20459,47.88,2366.32,3.37
st20460,51.72,2741.33,1.01
st20461,46.26,5177.13,0.34
st20462,26.98,968.13,2.13
st20463,26.19,755.27,5.25
st20464,24.95,2298.32,1.01
st20465,31.05,1175.99,2.16
st20466,39.1,1914.32,2.63
st20467,31.99,1439.58,1.69
st20468,46.57,2443.53,2.05
st20469,43.84,2409.3,0.34
st20470,45.65,2150.95,2.26
st20471,11.6,316.46,1.69
st20472,47.84,4059.24,1.91
st20473,35.85,1615.15,1.51
st20474,49.52,4235.72,2.38
st20475,40.54,2086.7,2.63
st20476,48.43,9739.88,0.95
st20477,42.6,2931.35,2.7
st20478,31.61,2039.51,2.05
st20479,25.95,800.75,2.45
st20480,23.09,822.58,2.43
st20481,48.26,6705.63,2.02
st20482,30.59,1254.11,1.01
st20483,28.63,972.45,2.13
st20484,30.3,1209.43,1.91
st20485,31.03,2076.01,1.22
st20486,41.01,1766.04,2.45
st20487,40.78,1953.43,1.69
st20488,51.83,3550.5,2.38
st20489,30.2,1009.86,1.82
st20490,31.95,1441.17,1.91
st20491,40.31,4635.53,1.01
st20492,26.44,1178.16,0.34
st20493,11.16,185.92,0.95
st20494,27.05,1360.55,0.34
st20495,18.22,1197.26,5.25
st20496,17.92,226.17,23.2
st20497,15.8,662.36,22.62
st20498,14.93,297.58,12.7
st20499,26.24,565.6,0.34
st20500,43.1,1048.75,13.73
st20501,48.28,3673.99,4.44
st20502,33.49,837.71,13.66
st20503,26.38,502.94,3.95
st20504,25.63,1171.45,3.95
st20505,51.93,3865.48,0.34
st20506,39.12,3322.28,0.34
st20507,60.03,2298.66,0.48
st20508,21.18,795.97,0.34
st20509,30.68,1271.85,4.98
st20510,22.45,653.95,5.72
st20511,19.6,518.07,0.34
st20512,19.56,683.06,36.96
st20513,12.67,523.75,0.34
st20514,35.33,3997.27,3.58
st20515,22.46,667.59,10.8
st20516,13.66,254.03,12.7
st20517,10.66,280.87,0.34
st20518,15.08,275.07,16.55
st20519,22.75,805.53,7.79
st20520,26.45,1515.08,44.04
st20521,24.28,1873.61,0.34
st20522,10.98,224.58,12.88
st20523,35.9,2495.04,2.7
st20524,25.18,1194.98,4.44
st20525,22.26,589.13,15.99
st20526,27.78,1790.26,12.67
st20527,12.97,265.06,8.79
st20528,16.31,1300.17,2.7
st20529,59.38,8388.77,1.69
st20530,16.86,667.03,24.28
st20531,14.56,528.53,0.67
st20532,22.94,1793.56,0.67
st20533,14.23,370.47,5.06
st20534,18.9,594.48,6.15
st20535,19.7,497.48,12.18
st20536,47.21,2547.46,2.57
st20537,23.95,786.76,4.59
st20538,27.81,3921.76,11.78
st20539,20.82,1377.38,1.22
st20540,23.38,872.05,5.65
st20541,12.16,194.45,7.87
st20542,12.16,387.64,0.34
st20543,22.75,824.74,5.25
st20544,13.35,206.04,1.82
st20545,11.95,315.89,0.34
st20546,11.47,237.66,0.34
st20547,34.55,1229.44,4.38
st20548,14.53,601.19,6.07
st20549,26.24,1057.05,5.65
st20550,40.61,2063.73,5.06
st20551,20.03,1602.41,0.48
st20552,18.16,856.01,18.96
st20553,25.81,1082.75,2.57
st20554,24.76,936.18,4.54
st20555,15.57,298.72,5.1
st20556,16.86,344.2,3.77
st20557,23.41,972.45,3.03
st20558,18.16,1080.36,5.74
st20559,29.38,2458.88,5.16
st20560,55.04,7472.6,2.38
st20561,25.68,1302.21,6.07
st20562,18.16,512.49,4.38
st20563,24.73,914.35,2.02
st20564,39.93,2449.89,2.05
st20565,30.89,1748.3,1.82
st20566,29.03,1744.89,2.38
st20567,27.73,1324.61,8.9
st20568,16.24,543.42,6.08
st20569,23.07,1793.78,1.82
st20570,44.48,3943.48,2.02
st20571,16.53,372.52,0.67
st20572,11.47,250.5,4.06
st20573,45.24,3204.71,2.02
st20574,19.92,433.35,6.74
st20575,23.23,1617.42,1.22
st20576,26.85,1167.35,4.06
st20577,25.1,1011.68,0.34
st20578,19.08,844.53,1.82
st20579,31.67,963.81,9.16
st20580,12.44,332.83,0.34
st20581,24.37,1704.52,8.29
st20582,24.18,1833.92,7.08
st20583,25.95,1252.18,4.27
st20584,31.61,3990.79,3.37
st20585,25.81,903.2,4.7
st20586,34.26,2503.11,6.95
st20587,9.96,318.96,0.34
st20588,25.34,778.24,1.97
st20589,46.46,3129.66,3.11
st20590,36.42,1680.3,0.34
st20591,31.76,1996.08,1.97
st20592,20.54,706.37,28.28
st20593,25.28,1000.08,1.43
st20594,21.96,1613.89,5.49
st20595,63.62,8319.86,1.35
st20596,26.31,1594.68,1.69
st20597,27.19,1222.16,0.34
st20598,60.42,5592.17,0.34
st20599,19.66,507.95,0.34
st20600,38.98,4728.09,1.69
st20601,52.1,4344.2,1.35
st20602,16.66,1344.17,1.35
st20603,30.54,1715.44,0.34
st20604,51.88,7691.84,1.97
st20605,18.6,414.93,2.88
st20606,19.56,613.24,1.69
st20607,44.33,6005.74,0.75
st20608,60.67,4392.07,1.91
st20609,35.74,1382.95,2.16
st20610,65.21,8325.09,1.39
st20611,60.7,4441.99,1.69
st20612,30.31,1783.89,2.13
st20613,30.31,1549.53,1.82
st20614,72.54,12609.14,1.82
st20615,61.38,18515.04,1.51
st20616,23.83,724.68,1.51
st20617,27.39,1189.19,2.38
st20618,36.37,1907.27,2.36
st20619,31.07,1426.39,0.75
st20620,53.69,3918.92,1.97
st20621,27.09,901.38,4.83
st20622,33.07,2677.43,0.34
st20623,24.73,795.52,4.23
st20624,47.88,2940.33,1.35
st20625,9.82,263.35,0.67
st20626,18.88,511.36,0.34
st20627,40.58,2633.42,1.51
st20628,36.42,2295.02,1.69
st20629,36.26,2122.52,5.14
st20630,11.47,346.02,1.43
st20631,15.51,250.96,2.16
st20632,13.9,323.39,1.35
st20633,30.71,1243.08,0.34
st20634,21.18,485.09,1.22
st20635,46.58,3640.79,0.48
st20636,17.7,409.47,2.38
st20637,35.21,2354.95,1.35
st20638,18.41,471.33,0.67
st20639,65.27,10778.63,1.35
st20640,44.33,3710.6,0.75
st20641,19.08,514.77,21.94
st20642,53.75,7144.21,2.16
st20643,17.86,673.17,2.86
st20644,19.09,591.64,3.37
st20645,49.12,3207.21,2.36
st20646,13.9,223.56,7.7
st20647,55.29,7481.47,2.16
st20648,61.56,5724.3,2.38
st20649,51.36,4432.78,1.91
st20650,10.29,343.41,3.63
st20651,55.13,3848.65,1.43
st20652,19.18,607.44,2.36
st20653,60.67,4745.6,1.07
st20654,16.66,375.36,1.69
st20655,31.7,1634.36,1.07
st20656,27.14,1043.52,2.38
st20657,21.33,1009.75,0.75
st20658,63.94,6469.9,1.35
st20659,23.76,1053.41,1.51
st20660,42.87,6111.49,1.39
st20661,29.09,1512.46,4.07
st20662,22.25,547.4,14.81
st20663,30.77,1009.98,4.83
st20664,34.97,1690.42,2.9
st20665,26.61,650.08,21.94
st20666,23.6,691.93,1.51
st20667,51.98,3842.74,1.51
st20668,19.92,471.44,1.69
st20669,28.46,951.76,1.69
st20670,26.02,852.37,1.39
st20671,56.56,5110.61,1.39
st20672,26.34,1462.2,14.81
st20673,24.44,831.91,7.76
st20674,26.31,1898.06,1.01
st20675,35.97,2573.04,1.35
st20676,50.2,4382.63,2.36
st20677,16.42,274.72,11.88
st20678,62.69,9081.27,1.39
st20679,44.18,2859.93,2.26
st20680,15.08,275.41,8.15
st20681,37.79,2588.74,2.57
st20682,52.04,4053.33,2.26
st20683,22.61,1405.69,0.75
st20684,22.62,1153.14,1.43
st20685,67.44,5902.38,2.16
st20686,18.52,345.57,1.69
st20687,22.02,630.18,2.02
st20688,24.43,1556.36,1.69
st20689,17.51,407.31,3.65
st20690,19.29,390.14,2.9
st20691,18.52,595.16,15.99
st20692,41.69,3200.95,1.69
st20693,16.21,300.42,4.4
st20694,20.29,1634.59,2.43
st20695,20.91,946.41,3.84
st20696,32.32,2277.74,3.84
st20697,24.32,912.87,0.34
st20698,20.91,674.87,0.34
st20699,35.85,1624.24,16.93
st20700,47.62,6146.85,0.34
st20701,20.05,751.97,11.92
st20702,19.19,722.18,0.34
st20703,24.87,802.91,1.35
st20704,11.06,204,21.63
st20705,12.96,349.66,21.46
st20706,25.68,1096.97,1.22
st20707,12.88,288.14,13.36
st20708,13.49,445.97,0.34
st20709,22.42,1169.97,1.07
st20710,20.23,421.3,7.21
st20711,21.96,670.89,7.22
st20712,20.91,584.81,9.92
st20713,26.38,1141.54,1.97
st20714,15.57,228.1,8.09
st20715,25.2,856.81,11.53
st20716,21.18,709.78,2.13
st20717,33.78,1183.04,7.21
st20718,20.21,416.75,2.36
st20719,24.07,831.22,3.44
st20720,18.22,324.64,4.05
st20721,38.31,2126.16,4.07
st20722,44.84,3259.51,0.34
st20723,24.95,639.74,5.33
st20724,15.38,340.9,5.65
st20725,42.47,4584.13,1.69
st20726,30.5,2367.68,2.88
st20727,35.71,1348.38,2.72
st20728,34.13,1320.18,5.61
st20729,17.86,366.83,7.4
st20730,27.75,1681.55,2.26
st20731,29.13,1036.7,2.88
st20732,37.09,1706.23,2.72
st20733,37.7,1855.53,1.69
st20734,32.55,1440.49,2.78
st20735,30.16,992.01,2.7
st20736,40.61,2336.53,2.72
st20737,13.35,193.19,5.49
st20738,14.34,334.08,3.11
st20739,16.66,376.38,1.69
st20740,38.65,1739.43,0.34
st20741,37.63,2233.73,0.34
st20742,22.66,485.09,3.58
st20743,20.51,406.74,5.14
st20744,42.51,4097.9,2.26
st20745,27.75,1182.59,1.69
st20746,36.42,1805.84,2.16
st20747,27.75,1560.11,4.17
st20748,28.61,1134.26,2.13
st20749,42.49,1695.42,2.26
st20750,53.83,5114.47,1.07
st20751,12.4,298.38,2.16
st20752,37.92,3614.97,2.16
st20753,25.09,2007.11,3.37
st20754,34.82,1629.02,0.34
st20755,36.64,2117.97,1.69
st20756,24.15,2188.13,2.57
st20757,16.66,308.95,2.02
st20758,33.11,1680.53,1.97
st20759,46.66,3079.06,2.02
st20760,14.48,225.6,4.52
st20761,12.97,190.81,3.84
st20762,22.35,578.9,4.77
st20763,12.31,181.25,3.37
st20764,21.72,554,7.65
st20765,17.02,306.22,11.84
st20766,36.57,2335.27,4.4
st20767,35.71,2086.59,2.57
st20768,39.24,1531.57,2.16
st20769,21.58,1033.52,1.07
st20770,44.18,3152.85,1.69
st20771,30.95,2979.44,5.98
st20772,33.86,2059.3,4.06
st20773,38.77,2591.12,1.72
st20774,35.41,1984.59,2.36
st20775,29.57,1971.51,2.57
st20776,12.14,184.44,0.34
st20777,50.08,2498.22,2.38
st20778,23.69,1183.61,3.37
st20779,45.59,2965.12,2.02
st20780,14.42,235.38,3.18
st20781,13.39,270.97,3.58
st20782,25.39,790.29,0.34
st20783,45.02,3500.81,1.69
st20784,30.82,2081.24,0.34
st20785,48.3,7667.05,1.72
st20786,48.56,5070.81,0.95
st20787,28.81,1264.01,0.34
st20788,31.61,1490.06,3.03
st20789,38.62,1959.92,2.38
st20790,44.38,2933.05,3.63
st20791,18,576.4,0.67
st20792,48.07,4677.14,2.02
st20793,46.32,5994.14,2.13
st20794,31.7,1388.63,0.34
st20795,9.96,320.1,0.34
st20796,20.83,941.75,0.34
st20797,31.7,1726.01,1.35
st20798,25.64,1293.34,0.34
st20799,49.47,3584.16,2.45
st20800,22.62,590.27,1.07
st20801,8.87,205.59,2.16
st20802,25.42,822.92,2.16
st20803,31.53,1447.88,5.01
st20804,36.11,1406.49,1.51
st20805,39.88,3149.33,2.57
st20806,47.23,2086.48,3.03
st20807,45.55,3109.76,2.26
st20808,44.35,2954.09,2.78
st20809,8.45,192.74,0.34
st20810,45.87,2467.63,2.78
st20811,12.97,215.03,2.63
st20812,33.92,1514.97,2.88
st20813,24.76,761.06,3.84
st20814,21.51,588,2.57
st20815,41.62,1648.69,3.18
st20816,48.07,3279.41,2.02
st20817,20.95,442.11,2.7
st20818,20.92,746.62,0.48
st20819,49.2,5270.83,1.72
st20820,28.14,744.46,2.13
st20821,17.81,389.12,4.59
st20822,50.36,2886.88,2.38
st20823,34.45,1633,2.02
st20824,43.84,5906.01,1.72
st20825,50.58,3790.31,2.78
st20826,55.3,4501.01,2.05
st20827,18.15,564.46,5.06
st20828,10.49,205.7,4.54
st20829,14.84,331.13,0.34
st20830,36.72,2522.9,1.43
st20831,29.63,2243.51,1.07
st20832,36.57,2300.71,1.69
st20833,44.51,2312.42,0.34
st20834,25.42,864.43,1.43
st20835,43.02,2709.95,3.58
st20836,45.24,6509.02,2.26
st20837,22.94,1374.99,1.43
st20838,40.36,3252.01,2.7
st20839,36.24,2923.73,1.07
st20840,39.7,2047.81,2.26
st20841,27.19,1832.22,2.36
st20842,18.16,756.97,1.07
st20843,42.25,6792.05,3.32
st20844,49.91,4048.89,2.38
st20845,22.33,1977.77,1.07
st20846,51.47,4648.72,1.51
st20847,40.13,1680.87,1.69
st20848,45.19,3818.63,2.26
st20849,47.84,2376.44,1.69
st20850,34.39,2860.5,0.34
st20851,41.71,2153.11,1.69
st20852,31.49,3265.2,1.43
st20853,22.33,508.29,4.52
st20854,37.15,1831.31,2.36
st20855,44.78,1938.42,1.39
st20856,37.46,1889.98,1.69
st20857,40.25,1857.92,2.36
st20858,38.82,1519.63,2.36
st20859,25.2,2031.44,1.82
st20860,16.86,957.56,2.63
st20861,35.05,1949,1.22
st20862,42.25,2041.9,1.39
st20863,46.5,3059.84,1.69
st20864,30.65,859.54,3.32
st20865,33.94,2805.47,2.36
st20866,47.88,4318.39,1.69
st20867,51.08,6624.89,3.02
st20868,46.23,5670.63,2.26
st20869,38.36,1663.59,2.63
st20870,35.05,1577.62,3.18
st20871,42.6,3250.76,2.36
st20872,44.09,3159.68,1.69
st20873,40.25,2003.92,2.36
st20874,36.72,2114.11,1.22
st20875,39.58,2231.91,1.69
st20876,28.62,937.54,2.26
st20877,47.66,5447.08,1.51
st20878,46.38,2086.93,2.13
st20879,18.35,373.77,4.06
st20880,45.71,3485.91,2.63
st20881,20.82,471.56,3.52
st20882,41.93,1966.28,1.51
st20883,42.01,4726.38,2.38
st20884,44.13,2694.26,2.63
st20885,35.08,4205.13,1.97
st20886,16.7,631.09,2.26
st20887,31.95,1352.81,2.38
st20888,43.59,2679.25,1.39
st20889,22.33,990.99,1.69
st20890,34.12,1593.43,2.36
st20891,31.83,2303.32,3.18
st20892,49.02,5630.83,2.86
st20893,13.25,312.59,6.34
st20894,19.97,388.32,9.99
st20895,46.89,7512.86,0.34
st20896,35.13,1286.07,1.69
st20897,24.88,2588.62,0.34
st20898,46.69,6497.54,2.38
st20899,32.38,1273.56,6.44
st20900,43.38,4049.01,1.51
st20901,37.09,2494.01,0.34
st20902,24.37,961.88,2.13
st20903,22.42,1684.62,1.69
st20904,15.53,423.91,0.34
st20905,29.18,2492.88,0.34
st20906,16.21,790.4,1.01
st20907,16.75,1152.34,2.02
st20908,17.59,611.08,7.94
st20909,16.46,921.4,0.34
st20910,24.32,1332.01,3.32
st20911,55.21,3833.52,3.32
st20912,36.72,2908.38,0.34
st20913,39.93,2201.55,2.9
st20914,21.62,1477.1,5.72
st20915,26.44,2049.29,0.34
st20916,15.38,349.32,0.34
st20917,28.37,1051.37,1.69
st20918,18.16,1013.05,0.34
st20919,32.6,1390.79,1.82
st20920,39.8,3388.8,1.97
st20921,27.75,1083.09,4.38
st20922,23.09,1066.49,0.34
st20923,14.18,261.31,5.01
st20924,15.22,355,2.72
st20925,35.77,1693.83,4.38
st20926,46.26,3012.76,2.26
st20927,8.79,217.98,0.34
st20928,19.31,1156.55,0.34
st20929,49.18,4035.25,1.51
st20930,34.4,2135.14,1.22
st20931,29.63,1422.63,5.27
st20932,10.12,352.16,0.34
st20933,26.98,1758.88,2.02
st20934,25.39,895.13,0.67
st20935,21.11,742.3,5.97
st20936,12.72,330.1,1.22
st20937,45.24,5493.93,2.13
st20938,24.8,640.19,3.2
st20939,38.61,5946.38,1.22
st20940,30.76,2078.74,2.7
st20941,16.31,473.04,0.34
st20942,24.32,1121.53,0.34
st20943,14.79,446.66,3.37
st20944,23.21,743.33,1.91
st20945,18.12,644.28,2.72
st20946,11.78,181.94,4.07
st20947,18.16,511.13,5.16
st20948,20.23,710.24,2.45
st20949,25.95,1454.13,3.02
st20950,13.51,255.28,7.87
st20951,35.95,4512.15,4.27
st20952,44.99,4661.68,2.16
st20953,16.19,289.17,3.2
st20954,29.09,4753.56,1.51
st20955,50.02,3277.03,3.02
st20956,45.92,5990.27,1.35
st20957,46.77,2386.22,3.77
st20958,20.92,731.96,4.07
st20959,50.62,8327.82,1.43
st20960,42.77,3509.79,1.69
st20961,25.64,3088.72,1.35
st20962,32.55,1737.04,3.58
st20963,47.38,6739.85,2.13
st20964,17.5,484.98,3.47
st20965,26.19,1453.9,1.22
st20966,9.82,221.17,0.34
st20967,45.15,3061.88,1.35
st20968,15.99,318.96,2.13
st20969,13.64,230.26,4.7
st20970,24.13,1579.67,1.69
st20971,50.27,13528.15,1.39
st20972,16.68,462.35,5.73
st20973,49.24,2962.96,2.7
st20974,31.44,1358.5,2.7
st20975,49.4,4175.68,1.69
st20976,15.08,287.46,5.16
st20977,11.95,221.28,4.77
st20978,48.26,4221.28,0.34
st20979,22.66,1602.64,2.26
st20980,13.66,291.9,1.69
st20981,54.77,3070.07,4.73
st20982,14.56,292.8,2.86
st20983,32.63,1944.91,4.06
st20984,24.87,832.93,5.4
st20985,23.72,716.95,1.69
st20986,29.22,1802.77,0.34
st20987,53.39,10233.38,0.34
st20988,34.76,3443.95,0.34
st20989,17.06,337.49,4.23
st20990,38.61,2096.37,1.22
st20991,25.85,1319.84,2.38
st20992,14.53,293.94,6.3
st20993,36.37,2795.69,4.72
st20994,14.23,482.82,2.86
st20995,15.53,524.21,0.34
st20996,43.09,2414.99,0.34
st20997,47.77,4349.77,0.34
st20998,31.29,1446.51,3.18
st20999,65.11,20963.46,0.34
st21000,25.18,557.64,6.88
st21001,18.65,821.67,6.88
st21002,26.98,1596.72,2.26
st21003,60.36,11366.62,1.82
st21004,35.85,1495.07,1.69
st21005,34.02,1277.99,1.97
st21006,16.41,548.77,0.67
st21007,68.79,16893.98,2.02
st21008,10.27,210.14,0.34
st21009,27.65,761.86,0.34
st21010,33.31,1750.57,1.91
st21011,57.72,5102.65,3.02
st21012,36.05,1216.82,3.32
st21013,28.25,2299.46,1.82
st21014,34.04,1269.58,1.82
st21015,60.57,4348.29,2.86
st21016,63.43,3994.43,6.49
st21017,32.48,3162.41,0.34
st21018,41.93,2237.94,4.77
st21019,50.55,3500.01,3.65
st21020,29.86,975.07,2.02
st21021,71.64,9475.39,1.51
st21022,83.38,9523.38,3.03
st21023,60.06,4997.81,5.49
st21024,16.41,1083.89,7.4
st21025,15.73,411.75,1.51
st21026,53.5,3281.12,6.2
st21027,31.81,1528.27,7.11
st21028,36.69,2133.67,4.77
st21029,58.89,4339.99,0.34
st21030,44.56,2531.54,9.28
st21031,21.58,1042.5,0.34
st21032,69.1,4783.12,3.82
st21033,35.9,5322.57,4.27
st21034,65.26,3884.35,3.72
st21035,47.96,3083.38,4.29
st21036,52.14,3467.6,7.11
st21037,21.96,1104.81,10.87
st21038,17.96,468.6,1.43
st21039,11.22,196.61,5.28
st21040,59.21,4264.49,5.82
st21041,19.09,654.86,6.2
st21042,17.53,413.57,2.78
st21043,45.27,2533.24,7.4
st21044,31.98,2305.82,1.43
st21045,22.33,606.3,8.43
st21046,47.43,2159.36,3.84
st21047,23.37,475.99,7.84
st21048,79.32,5720.78,3.82
st21049,15.38,488.05,1.39
st21050,50.04,2252.38,4.29
st21051,19.6,636.78,5.15
st21052,69.19,10142.64,4.52
st21053,74.56,6070.67,5.9
st21054,20.12,488.73,5.76
st21055,13.09,533.76,5.33
st21056,49.46,3362.31,6.64
st21057,12.4,318.16,2.02
st21058,51.27,3820.33,0.95
st21059,46.38,4241.86,6.41
st21060,67.53,3936.43,7.69
st21061,37.39,1231.03,1.01
st21062,59.15,3889.93,0.75
st21063,39.17,3306.14,6.27
st21064,15.53,308.61,3.37
st21065,17.07,305.43,1.01
st21066,51.88,14909.85,1.22
st21067,20.54,468.72,15.69
st21068,27.14,724.11,2.02
st21069,18.52,314.86,5.73
st21070,17.81,324.08,1.69
st21071,29.13,1544.42,3.37
st21072,16.86,398.56,5.33
st21073,56.61,3104.07,5.49
st21074,45.86,2242.03,3.82
st21075,62.49,6406.11,3.2
st21076,17.51,289.96,2.7
st21077,20.12,894.33,0.34
st21078,30.76,865.11,3.18
st21079,12.72,206.95,0.95
st21080,24.02,656.56,2.72
st21081,11.8,384.68,10.47
st21082,19.92,518.18,0.95
st21083,34.26,2814.91,4.23
st21084,59.39,3242.46,2.72
st21085,26.3,699.89,0.95
st21086,25.09,631.55,3.18
st21087,19.29,1280.72,0.34
st21088,50.55,2874.6,0.48
st21089,47.44,2985.13,2.16
st21090,22.66,609.94,12.84
st21091,17.86,515.45,3.63
st21092,26.95,1000.08,6.55
st21093,30.29,1544.3,1.22
st21094,18.42,589.13,0.34
st21095,37.82,2315.15,0.34
st21096,37.79,2403.16,0.34
st21097,25.63,1443.44,2.02
st21098,10.79,232.54,3.02
st21099,37.63,2503.79,2.26
st21100,14.34,240.04,0.34
st21101,50.44,4194.1,1.69
st21102,10.12,242.77,8.53
st21103,64.08,6437.27,0.34
st21104,23.69,770.39,0.34
st21105,19.08,479.97,1.69
st21106,23.6,1608.78,0.34
st21107,22.12,1029.31,1.69
st21108,34.93,1199.19,1.97
st21109,58.46,4129.85,2.88
st21110,40.97,4276.31,1.51
st21111,47.62,9083.32,1.69
st21112,43.25,2225.09,0.34
st21113,35.21,3596.67,1.72
st21114,12.4,218.44,0.34
st21115,13.89,237.31,11.8
st21116,51.98,6393.38,0.48
st21117,39.33,1824.26,4.52
st21118,56.04,3879.24,2.45
st21119,64.3,5411.6,1.69
st21120,49.77,3880.83,1.43
st21121,45.31,2340.16,1.51
st21122,26.27,1188.73,0.34
st21123,31,935.95,3.58
st21124,9.96,260.62,7.15
st21125,58.24,6150.04,2.16
st21126,55.37,6557.58,0.34
st21127,39.12,2583.73,1.72
st21128,54.23,5988,3.05
st21129,12.88,279.05,8.75
st21130,59.86,3495.12,2.26
st21131,24.13,699.09,2.72
st21132,47.21,2249.88,2.13
st21133,34.1,3320.01,1.97
st21134,35.84,2405.66,1.97
st21135,57.74,5834.49,1.22
st21136,23.38,1639.71,0.34
st21137,12.8,462.46,1.69
st21138,47.73,3332.4,2.38
st21139,68.48,4528.87,2.26
st21140,43.94,3621.68,1.72
st21141,41.51,3280.32,2.13
st21142,43.97,2412.82,1.22
st21143,41.8,2072.26,3.82
st21144,51.12,7095.77,1.35
st21145,10.49,224.01,8.85
st21146,49.49,4073.91,1.39
st21147,20.02,458.82,3.95
st21148,32.37,2049.41,0.67
st21149,34.63,1680.53,1.69
st21150,44.38,2814.56,0.34
st21151,52.18,3195.61,1.51
st21152,62.75,12200.58,1.69
st21153,21.94,617.33,1.35
st21154,35.41,1960.6,1.51
st21155,24.55,633.14,1.97
st21156,16.9,740.6,3.37
st21157,40.87,2687.32,1.35
st21158,23.92,1263.32,1.72
st21159,22.67,1205.1,0.34
st21160,56.73,5900.33,1.69
st21161,42.65,4801.32,2.16
st21162,11.47,272,2.38
st21163,30.16,1928.42,1.35
st21164,28.33,3304.09,2.57
st21165,32.44,1321.66,1.51
st21166,44.71,2175.4,2.16
st21167,40.97,3033.34,1.69
st21168,10.12,254.14,0.67
st21169,61.83,7932.79,1.69
st21170,15.38,280.18,2.45
st21171,18.16,382.07,11.85
st21172,36.26,2169.03,2.57
st21173,51.21,3965.54,2.36
st21174,49.63,3008.44,7.76
st21175,21.72,1396.02,3.11
st21176,44.71,3491.6,1.39
st21177,20.03,965.06,0.34
st21178,22.27,1203.85,3.47
st21179,12.88,457.34,0.34
st21180,14.73,246.18,6.15
st21181,35.61,1441.17,1.39
st21182,19.6,429.71,1.69
st21183,19.17,435.97,21.72
st21184,16.19,305.31,21.31
st21185,60.99,5658.92,1.69
st21186,55.39,6926,0.34
st21187,20.28,1005.32,2.63
st21188,15.87,353.75,1.69
st21189,23.86,1072.63,8.11
st21190,53.11,4737.3,1.51
st21191,62.85,8678.85,1.69
st21192,23.49,1387.95,4.5
st21193,35.17,1523.38,1.51
st21194,23.41,1494.27,1.72
st21195,17.19,396.28,0.34
st21196,25.53,988.71,0.34
st21197,14.16,377.18,0.34
st21198,18.21,577.88,0.34
st21199,54.4,8427.77,0.34
st21200,12.31,545.47,0.34
st21201,46.71,5411.03,0.34
st21202,21.84,781.87,0.34
st21203,9.47,282.23,0.34
st21204,25.71,808.25,0.34
st21205,33.94,2864.82,0.34
st21206,40.67,1840.97,1.69
st21207,24.33,742.42,0.34
st21208,22.26,1133.92,8.43
st21209,15.87,291.1,1.69
st21210,14.93,719.56,0.34
st21211,43.09,4054.24,0.34
st21212,16.7,373.08,1.39
st21213,23.21,859.65,0.34
st21214,18.16,482.25,0.34
st21215,28.76,1712.82,0.34
st21216,43.04,3694.23,1.43
st21217,25.39,1246.72,0.34
st21218,19.08,912.3,6.72
st21219,26.52,2014.04,2.02
st21220,30.05,1464.25,2.02
st21221,18.6,398.9,6.72
st21222,29,1310.97,0.34
st21223,16.86,1135.29,0.34
st21224,31.95,1655.63,2.26
st21225,13.57,216.62,15.83
st21226,20.51,1233.19,0.34
st21227,36.92,1557.04,0.34
st21228,41.81,2365.86,0.34
st21229,24.32,803.71,1.22
st21230,18,585.72,0.34
st21231,39.4,3280.1,0.34
st21232,16.7,842.48,4.06
st21233,12.14,291.44,0.34
st21234,29.03,1068.88,1.82
st21235,26.58,927.76,0.34
