,glom_sizes,glom_diameters,glom_distance_to_closest_glom,glom_shape_circularity,glom_shape_eccentricity,glom_shape_elongation,glom_shape_solidity,glom_tuft_sizes,glom_tuft_shape_circularity,glom_tuft_shape_eccentricity,glom_tuft_shape_elongation,glom_tuft_shape_solidity,glom_bowman_sizes,glom_tufttocapsule_ratio
st6235,21938.75,153.75,239.48,0.8,0.41,0.09,0.99,18167.31,0.56,0.41,0.09,0.95,3771.44,0.82809230243291
st6236,20638.7,131.6,161.22,0.59,0.65,0.24,0.95,15405.96,0.37,0.71,0.29,0.91,5232.73,0.746459806092438
st6237,27044.13,153.26,161.22,0.75,0.64,0.23,0.98,17614.79,0.19,0.74,0.33,0.84,9429.34,0.651335058661528
st6238,26315.7,112.93,221.05,0.48,0.75,0.34,0.92,16585.83,0.3,0.81,0.41,0.76,9729.87,0.630263682896522
st6239,13719.3,118.86,733.64,0.66,0.43,0.1,0.96,8432.78,0.39,0.79,0.38,0.9,5286.52,0.6146654712704
st6240,3708.78,46.35,38.15,0.18,0.88,0.52,0.77,2601.81,0.36,0.84,0.46,0.87,1106.97,0.70152718683772
st6241,19198.33,123.74,3.37,0.59,0.76,0.35,0.95,16223.09,0.54,0.79,0.39,0.93,2975.24,0.84502610383299
st6242,20420.6,115.1,62.38,0.34,0.62,0.22,0.77,16093.69,0.3,0.7,0.29,0.72,4326.92,0.788110535439703
st6243,9708.5,79.35,376.5,0.46,0.86,0.5,0.94,5855.3,0.38,0.89,0.55,0.9,3853.2,0.603110676211567
st6244,28177.48,170.63,311.2,0.79,0.49,0.13,0.98,23054.71,0.46,0.57,0.18,0.93,5122.78,0.818196304282711
st6245,1735.45,22.75,67.51,0.11,0.99,0.83,0.63,376.61,0.25,0.97,0.75,0.82,1358.84,0.217009997407013
st6246,17991.06,128.8,287.2,0.7,0.65,0.24,0.97,14433.97,0.55,0.65,0.24,0.93,3557.09,0.802285690781977
st6247,6351.3,74.45,65.05,0.6,0.71,0.3,0.93,4332.49,0.34,0.72,0.31,0.88,2018.82,0.682142238596823
st6248,13449.92,120.17,66.49,0.71,0.39,0.08,0.97,10332.43,0.63,0.36,0.07,0.96,3117.49,0.768214978230354
st6249,34143.31,176.29,66.49,0.47,0.62,0.22,0.94,27333.86,0.45,0.63,0.22,0.93,6809.44,0.800562687097414
st6250,14349.71,115.88,29.42,0.77,0.68,0.27,0.98,9990.5,0.47,0.74,0.33,0.93,4359.21,0.696216160465961
st6251,5471.75,50.74,381.97,0.26,0.89,0.53,0.76,506.58,0.44,0.74,0.33,0.78,4965.17,0.09258098414584
st6252,7703.78,77.77,65.05,0.74,0.81,0.41,0.98,3420.98,0.51,0.86,0.5,0.88,4282.8,0.444065121278126
st6253,16904.1,134.29,63.4,0.74,0.48,0.12,0.97,13145.51,0.56,0.55,0.16,0.94,3758.59,0.777652167225703
st6254,23986.11,160.25,107.07,0.82,0.54,0.16,0.99,19417.9,0.53,0.61,0.21,0.95,4568.21,0.80954769239364
st6255,26444.42,143.89,501.71,0.43,0.78,0.37,0.94,20523.85,0.36,0.77,0.36,0.9,5920.57,0.77611269220501
st6256,20226.95,152.7,1.82,0.79,0.25,0.03,0.98,14534.49,0.42,0.3,0.05,0.9,5692.47,0.718570521012807
st6257,28530.9,168.91,31.29,0.71,0.54,0.16,0.96,21960.7,0.48,0.55,0.16,0.93,6570.2,0.769716342632023
st6258,4355.34,66.97,381.97,0.68,0.29,0.04,0.96,1554.76,0.48,0.57,0.18,0.91,2800.58,0.356977870843608
st6259,14770.55,124.35,1.82,0.81,0.49,0.13,0.99,9662.1,0.42,0.53,0.15,0.88,5108.45,0.654146257248376
st6260,15375.72,114.27,510.21,0.7,0.69,0.28,0.96,12452.22,0.57,0.7,0.29,0.94,2923.5,0.809862562533657
st6261,21951.37,147.05,509.63,0.76,0.6,0.2,0.98,17072.28,0.46,0.54,0.16,0.93,4879.09,0.77773186821597
st6262,9170.08,86.35,102.64,0.72,0.73,0.32,0.97,5580.12,0.46,0.79,0.39,0.89,3589.96,0.60851377523424
st6263,12287.45,112.47,102.64,0.77,0.53,0.15,0.98,8452.11,0.46,0.53,0.15,0.91,3835.34,0.68786526089628
st6264,8831.45,69.39,330.28,0.39,0.48,0.12,0.86,3700.94,0.31,0.91,0.59,0.65,5130.51,0.41906368716349
st6265,5140.74,59.57,131.03,0.36,0.76,0.35,0.86,826.79,0.57,0.28,0.04,0.89,4313.95,0.160830930955466
st6266,22495.25,146.07,168.54,0.73,0.64,0.23,0.97,18337.42,0.5,0.69,0.28,0.94,4157.83,0.815168535579733
st6267,23839.65,155.4,131.03,0.56,0.39,0.08,0.94,19698.99,0.41,0.46,0.11,0.93,4140.66,0.826312047366467
st6268,20196.71,139.61,354.97,0.67,0.46,0.11,0.95,15968.49,0.49,0.54,0.16,0.93,4228.21,0.790648080801279
st6269,18751.79,134.97,174.26,0.6,0.58,0.19,0.96,12652.8,0.33,0.66,0.25,0.87,6098.98,0.674751583715475
st6270,17960.13,137.63,168.54,0.8,0.48,0.12,0.98,14162.77,0.58,0.52,0.15,0.94,3797.36,0.788567231974379
st6271,37906.67,184.95,49.23,0.67,0.55,0.17,0.98,30851.27,0.47,0.6,0.2,0.94,7055.4,0.813874444787685
st6272,23035.15,143.68,219.87,0.78,0.69,0.28,0.98,18662.75,0.56,0.68,0.27,0.93,4372.4,0.810185737883191
st6273,24222.51,163.32,228.65,0.81,0.46,0.11,0.99,20145.08,0.37,0.4,0.08,0.93,4077.43,0.831667733855823
st6274,22887.21,131.53,156.44,0.5,0.71,0.29,0.94,16965.16,0.23,0.74,0.33,0.86,5922.05,0.741250681057237
st6275,29931.7,155.27,156.44,0.78,0.64,0.23,0.98,23488.63,0.42,0.65,0.24,0.92,6443.07,0.784740926843447
st6276,13988.45,106.56,283.94,0.64,0.68,0.26,0.96,10676.86,0.55,0.7,0.29,0.93,3311.59,0.763262548745572
st6277,12584.81,94.05,173.83,0.51,0.74,0.32,0.93,5110.38,0.27,0.73,0.32,0.81,7474.42,0.406075260572071
st6278,25432.17,162.58,354.97,0.61,0.41,0.09,0.96,17945.92,0.33,0.53,0.15,0.88,7486.25,0.705638567216246
st6279,4997.13,40.74,4.38,0.46,0.97,0.74,0.98,3360.49,0.31,0.97,0.75,0.91,1636.64,0.67248400581934
st6280,7885.72,81.91,4.38,0.61,0.73,0.31,0.97,5760.58,0.43,0.82,0.43,0.92,2125.14,0.730507803979852
st6281,5600.81,63.65,398.98,0.59,0.84,0.46,0.95,3287.49,0.43,0.89,0.55,0.83,2313.33,0.58696688514697
st6282,4681.92,64.07,234,0.66,0.66,0.25,0.97,1394.09,0.53,0.81,0.42,0.89,3287.83,0.297760320552252
st6283,16180.79,110.13,126.05,0.36,0.49,0.13,0.89,7701.62,0.6,0.73,0.31,0.9,8479.17,0.475973051995607
st6284,22196.65,154.94,147.36,0.82,0.44,0.1,0.99,17272.98,0.43,0.5,0.14,0.92,4923.67,0.77817959016338
st6285,20073.56,145.35,32.98,0.71,0.55,0.17,0.98,15630.54,0.58,0.63,0.22,0.96,4443.01,0.778663077202051
st6286,15518.31,110.41,23.23,0.72,0.67,0.26,0.97,11758.81,0.58,0.72,0.3,0.92,3759.5,0.757737794901636
st6287,15782.01,113.19,129.05,0.56,0.72,0.3,0.95,11468.17,0.29,0.76,0.35,0.9,4313.84,0.726660925953031
st6288,15084.62,103.45,23.23,0.49,0.64,0.23,0.92,10976.03,0.31,0.71,0.3,0.82,4108.59,0.72763052698709
st6289,14298.88,120.62,147.36,0.74,0.39,0.08,0.97,9080.02,0.5,0.31,0.05,0.92,5218.86,0.635016169098559
st6290,18412.13,135.56,66.46,0.66,0.35,0.06,0.96,14899.61,0.33,0.34,0.06,0.9,3512.52,0.809227938321096
st6291,16230.82,134.96,44.52,0.78,0.32,0.05,0.98,13611.73,0.48,0.38,0.07,0.95,2619.1,0.838634770147164
st6292,12338.39,107.14,340.18,0.8,0.61,0.21,0.98,8105.75,0.38,0.68,0.27,0.9,4232.65,0.656953621987958
st6293,6997.07,80.41,107.27,0.73,0.63,0.23,0.95,3834.09,0.54,0.75,0.34,0.93,3162.97,0.547956501792893
st6294,17858.25,134.3,66.29,0.71,0.6,0.2,0.98,14504.13,0.64,0.6,0.2,0.96,3354.12,0.812180924782663
st6295,30521.63,115.34,43.84,0.27,0.91,0.59,0.82,23207.76,0.21,0.92,0.62,0.73,7313.86,0.76037092383336
st6296,2508.34,33.11,43.84,0.37,0.55,0.16,0.87,1035.68,0.28,0.48,0.12,0.83,1472.67,0.412894583668881
st6297,23684.1,157.79,233.05,0.74,0.41,0.09,0.98,18627.27,0.37,0.45,0.11,0.91,5056.82,0.78648840361255
st6298,25736.69,162.95,66.29,0.72,0.29,0.04,0.98,19883.09,0.42,0.46,0.11,0.92,5853.59,0.772558165016558
st6299,30746.55,182.44,68.02,0.82,0.41,0.09,0.99,26032.45,0.5,0.44,0.1,0.94,4714.1,0.846678733061108
st6300,12491.34,99.52,312.02,0.72,0.75,0.34,0.96,7048.81,0.36,0.77,0.36,0.84,5442.53,0.564295744091507
st6301,30550.96,177.44,491.2,0.59,0.43,0.1,0.96,25867.68,0.5,0.47,0.12,0.95,4683.28,0.846705962758617
st6302,18028.93,138.49,98.39,0.8,0.46,0.11,0.98,13946.38,0.46,0.44,0.1,0.92,4082.55,0.773555613117362
st6303,23494.54,158.25,46.19,0.72,0.49,0.13,0.97,19240.97,0.53,0.43,0.1,0.94,4253.57,0.81895495719431
st6304,22175.95,148.23,457.46,0.64,0.65,0.24,0.98,18415.2,0.54,0.66,0.25,0.95,3760.75,0.830413127735227
st6305,19387.2,139.92,73.34,0.77,0.45,0.1,0.98,15855.35,0.5,0.47,0.12,0.93,3531.85,0.817825678798382
st6306,27229.71,159.69,225.71,0.71,0.63,0.23,0.97,22898.92,0.47,0.64,0.23,0.94,4330.78,0.840953502626359
st6307,15666.48,127.59,73.34,0.77,0.57,0.18,0.98,12614.37,0.47,0.56,0.17,0.94,3052.11,0.805182146851111
st6308,8085.85,91.74,46.19,0.85,0.51,0.14,0.99,5422.74,0.55,0.54,0.16,0.94,2663.1,0.670645634039711
st6309,9014.75,69.87,352.66,0.29,0.75,0.34,0.75,5236.49,0.23,0.71,0.29,0.75,3778.26,0.580880224077207
st6310,14276.14,101.04,491.2,0.38,0.47,0.12,0.85,10487.64,0.35,0.81,0.41,0.88,3788.5,0.734627147113996
st6311,13201.12,119.01,62.06,0.78,0.45,0.11,0.98,10141.62,0.52,0.47,0.12,0.94,3059.5,0.768239361508721
st6312,3277.03,46.53,429.46,0.23,0.78,0.38,0.8,989.74,0.39,0.85,0.47,0.83,2287.29,0.302023478576638
st6313,5013.39,68.05,69.14,0.68,0.65,0.24,0.96,3158.65,0.49,0.77,0.37,0.87,1854.73,0.630042745527477
st6314,34441.8,172.89,62.06,0.42,0.58,0.18,0.93,27421.31,0.41,0.63,0.22,0.93,7020.49,0.79616367321104
st6315,15268.26,118.51,18.44,0.62,0.68,0.27,0.94,10753.38,0.44,0.72,0.3,0.93,4514.88,0.704296363829277
st6316,16160.78,128.42,65.54,0.8,0.52,0.15,0.98,12378.08,0.53,0.6,0.2,0.95,3782.7,0.76593332747553
st6317,26603.27,144.22,453.86,0.5,0.78,0.37,0.96,20880.9,0.39,0.75,0.33,0.92,5722.37,0.784899751045642
st6318,6804.78,70.34,69.14,0.73,0.83,0.44,0.98,2402.48,0.44,0.85,0.48,0.84,4402.31,0.353057703555442
st6319,23515.35,157.22,203.81,0.81,0.57,0.18,0.99,18762.13,0.42,0.65,0.24,0.94,4753.22,0.797867350475328
st6320,23129.3,158.04,453.86,0.76,0.4,0.08,0.98,18858.45,0.49,0.45,0.11,0.94,4270.86,0.815348929712529
st6321,20180.22,148.43,1.97,0.56,0.34,0.06,0.95,13117.99,0.34,0.37,0.07,0.88,7062.22,0.650041971792181
st6322,22147.07,153.17,146.13,0.82,0.46,0.11,0.99,17964.45,0.45,0.52,0.15,0.93,4182.62,0.811143415359233
st6323,17081.72,116.28,132.06,0.42,0.54,0.16,0.91,7845.12,0.54,0.73,0.32,0.9,9236.6,0.459269909587559
st6324,9586.83,90.86,245.36,0.51,0.75,0.34,0.79,6764.76,0.39,0.8,0.4,0.83,2822.07,0.7056305368928
st6325,27453.83,164.67,34.6,0.68,0.49,0.13,0.97,22043.02,0.46,0.55,0.17,0.94,5410.8,0.802912380531241
st6326,15585.97,127.13,1.97,0.78,0.45,0.11,0.98,10444.2,0.41,0.45,0.11,0.89,5141.77,0.67010266284357
st6327,4288.94,65.78,429.46,0.65,0.29,0.04,0.94,1759.56,0.43,0.57,0.18,0.86,2529.38,0.410255214575163
st6328,20391.15,145.54,34.2,0.78,0.53,0.15,0.98,15907.88,0.56,0.63,0.22,0.95,4483.27,0.7801364807772
st6329,14948.62,103.25,31.68,0.63,0.67,0.26,0.94,11071.09,0.48,0.73,0.32,0.93,3877.53,0.740609501077691
st6330,14448.18,109.75,130.26,0.69,0.71,0.3,0.98,10382.34,0.31,0.74,0.33,0.9,4065.84,0.71859154578639
st6331,13327.56,117,153.07,0.72,0.44,0.1,0.96,8027.85,0.38,0.26,0.03,0.9,5299.71,0.602349567362668
st6332,21488.34,144.4,491.35,0.78,0.6,0.2,0.98,16997,0.58,0.58,0.18,0.95,4491.34,0.790987112080319
st6333,7794.29,79.55,110.98,0.74,0.72,0.31,0.96,4553.54,0.37,0.81,0.41,0.85,3240.75,0.584214854720571
st6334,13176.21,99.3,31.68,0.41,0.68,0.27,0.91,9105.38,0.4,0.83,0.44,0.91,4070.84,0.691046970259278
st6335,11545.72,107.91,110.98,0.67,0.54,0.16,0.97,7470.33,0.32,0.64,0.23,0.9,4075.39,0.647021580291225
st6336,14688.91,112.01,245.36,0.76,0.69,0.28,0.98,11803.04,0.5,0.71,0.3,0.94,2885.86,0.803534094769455
st6337,18611.01,129.38,65.85,0.5,0.35,0.06,0.94,15830.33,0.37,0.42,0.09,0.92,2780.68,0.850589516635583
st6338,5746.14,72.09,86.57,0.77,0.68,0.26,0.98,3483.64,0.52,0.51,0.14,0.9,2262.5,0.606257418023229
st6339,16167.83,134.22,44.19,0.79,0.3,0.05,0.98,13218.74,0.47,0.35,0.06,0.93,2949.08,0.817595187480324
st6340,13218.17,113.04,348.16,0.81,0.58,0.18,0.98,9279.12,0.46,0.65,0.24,0.92,3939.05,0.701997326407513
st6341,6070.55,70.89,116.24,0.58,0.66,0.25,0.93,3058.7,0.6,0.75,0.34,0.94,3011.85,0.503858793684262
st6342,3601.21,40.96,401.96,0.17,0.64,0.24,0.67,431.08,0.5,0.9,0.57,0.92,3170.14,0.119704210529239
st6343,8412.76,84.15,304.3,0.54,0.45,0.11,0.9,3349.57,0.28,0.85,0.47,0.61,5063.19,0.398153519178011
st6344,22531.07,146.41,136.35,0.71,0.64,0.23,0.97,18849.23,0.56,0.68,0.27,0.95,3681.84,0.836588320039838
st6345,7391.19,77.8,131.41,0.55,0.74,0.33,0.94,1023.74,0.4,0.35,0.06,0.84,6367.45,0.138508142802445
st6346,22972.61,149.49,31.13,0.6,0.21,0.02,0.94,16735.7,0.56,0.45,0.11,0.94,6236.91,0.728506686876241
st6347,8386.84,76.88,669.88,0.48,0.82,0.42,0.92,4786.08,0.35,0.85,0.48,0.87,3600.76,0.570665471142886
st6348,23283.83,155.17,131.41,0.65,0.45,0.11,0.95,19188.32,0.54,0.52,0.15,0.94,4095.51,0.824104968984913
st6349,31833.16,172.92,31.13,0.73,0.61,0.21,0.97,26969.54,0.51,0.59,0.19,0.95,4863.63,0.847215293737725
st6350,20057.3,140.33,355.05,0.61,0.45,0.11,0.95,15530.71,0.5,0.57,0.18,0.94,4526.59,0.774317081561327
st6351,19678.19,138.78,172.54,0.63,0.59,0.19,0.96,10755.77,0.35,0.65,0.24,0.91,8922.41,0.546583298565569
st6352,3948.94,50.89,175.59,0.38,0.69,0.28,0.77,3216.76,0.35,0.75,0.34,0.8,732.18,0.814588218610564
st6353,38156.61,181.89,48.05,0.59,0.58,0.18,0.98,31145.1,0.42,0.62,0.22,0.93,7011.51,0.816243895880687
st6354,17706.67,137.64,4.38,0.7,0.46,0.11,0.97,13786.5,0.52,0.48,0.12,0.94,3920.17,0.778604898606006
st6355,22663.2,143.11,224.26,0.78,0.68,0.27,0.99,18483.77,0.57,0.65,0.24,0.94,4179.43,0.815585177733065
st6356,2288.08,35.34,115.53,0.4,0.9,0.57,0.87,956.76,0.4,0.89,0.54,0.84,1331.32,0.418149715044928
st6357,18985.23,133.02,115.8,0.69,0.55,0.17,0.97,15226.42,0.36,0.5,0.13,0.93,3758.82,0.802013986662263
st6358,23622.35,161.14,229.73,0.83,0.44,0.1,0.99,19923.35,0.49,0.41,0.09,0.94,3699.01,0.843411006948928
st6359,22343.79,135.13,28.72,0.65,0.7,0.28,0.96,16885.68,0.27,0.74,0.33,0.89,5458.11,0.755721388358913
st6360,1810.95,24.32,115.53,0.22,0.89,0.55,0.71,641.78,0.23,0.67,0.26,0.63,1169.17,0.354388580579254
st6361,29381.45,158.41,44.91,0.73,0.63,0.23,0.98,22763.27,0.4,0.67,0.26,0.91,6618.18,0.774749714530767
st6362,18537.44,140.84,594.32,0.61,0.45,0.11,0.97,13723.39,0.35,0.63,0.23,0.9,4814.05,0.740306644283137
st6363,24968.68,161.46,355.05,0.62,0.41,0.09,0.95,17430.47,0.3,0.5,0.13,0.9,7538.22,0.698093371375659
st6364,13258.09,102.5,172.7,0.54,0.72,0.31,0.94,6975.01,0.31,0.75,0.34,0.84,6283.08,0.526094633540729
st6365,9186.22,55.67,350.73,0.17,0.88,0.52,0.7,7208.11,0.14,0.89,0.55,0.64,1978.11,0.78466550986151
st6366,47137.59,154.73,31.84,0.34,0.83,0.44,0.84,35973.14,0.19,0.83,0.45,0.74,11164.45,0.763151870937823
st6367,14812.74,113.84,285.71,0.63,0.68,0.26,0.96,11310.11,0.45,0.72,0.31,0.92,3502.63,0.763539358687184
st6368,4273.7,56.56,34.69,0.46,0.27,0.04,0.9,1069.56,0.39,0.76,0.35,0.81,3204.14,0.250265577836535
st6369,20123.25,146.3,115.8,0.82,0.51,0.14,0.98,16560.13,0.56,0.57,0.18,0.94,3563.12,0.822935162063782
st6370,27931.3,171.2,51.54,0.71,0.34,0.06,0.97,23381.17,0.54,0.47,0.12,0.94,4550.13,0.837095659707926
st6371,8853.51,91.09,166.62,0.76,0.67,0.25,0.98,5384.88,0.56,0.51,0.14,0.92,3468.63,0.608219790794837
st6372,6283.31,66.09,400.27,0.53,0.85,0.48,0.96,3805.89,0.46,0.9,0.57,0.87,2477.41,0.605714185676021
st6373,3722.54,55.89,231.42,0.55,0.73,0.32,0.95,798.48,0.62,0.81,0.41,0.93,2924.07,0.214498702498831
st6374,18860.61,135,66.55,0.71,0.63,0.22,0.98,14922.69,0.57,0.63,0.22,0.95,3937.91,0.791209298108598
st6375,2300.14,43.84,73.16,0.42,0.48,0.12,0.87,1533.05,0.45,0.65,0.24,0.89,767.09,0.666502908518612
st6376,13073.65,114.28,5.77,0.55,0.54,0.16,0.95,10197.68,0.32,0.55,0.16,0.87,2875.97,0.780017822107828
st6377,24117.9,161.02,73.16,0.71,0.36,0.07,0.97,19204.01,0.41,0.41,0.09,0.9,4913.89,0.796255478296203
st6378,14100.68,106.59,450.23,0.71,0.74,0.33,0.96,8633.82,0.26,0.77,0.36,0.83,5466.86,0.612298130302936
st6379,26625.79,166.36,66.55,0.74,0.34,0.06,0.98,20542.95,0.46,0.48,0.12,0.92,6082.83,0.771543304442798
st6380,31033.78,183.13,163.38,0.83,0.43,0.1,0.99,26145.93,0.45,0.48,0.12,0.94,4887.85,0.842499044589476
st6381,17094.45,106.08,5.77,0.56,0.69,0.28,0.93,12990.41,0.41,0.76,0.35,0.92,4104.04,0.759919740032584
st6382,17864.62,137.36,118.66,0.8,0.5,0.14,0.98,13950.36,0.38,0.56,0.17,0.92,3914.26,0.780893184405826
st6383,18203.93,140.69,178.45,0.8,0.41,0.09,0.98,14203.59,0.51,0.47,0.12,0.93,4000.34,0.780248550725036
st6384,13072.74,113.3,23.76,0.51,0.58,0.19,0.95,7639.87,0.21,0.77,0.36,0.77,5432.86,0.584412296121548
st6385,4624.84,65.42,173.57,0.53,0.58,0.18,0.92,2152.09,0.64,0.64,0.23,0.9,2472.75,0.465332854758219
st6386,32626.07,184.2,474.79,0.54,0.19,0.02,0.96,26644.1,0.57,0.44,0.1,0.95,5981.97,0.816650610999118
st6387,22690.15,149.04,2.16,0.73,0.6,0.2,0.98,18442.95,0.6,0.63,0.22,0.96,4247.2,0.812817456032684
st6388,10644.33,105.7,124.83,0.73,0.44,0.1,0.97,5829.37,0.64,0.29,0.04,0.93,4814.96,0.547650251354477
st6389,24945.15,165.62,68.72,0.8,0.44,0.1,0.98,21165.29,0.64,0.45,0.11,0.96,3779.85,0.8484731500913
st6390,15367.99,111.42,197.86,0.61,0.71,0.3,0.95,7847.17,0.47,0.58,0.19,0.91,7520.82,0.510617849178715
st6391,24848.61,149.3,118.66,0.76,0.53,0.15,0.97,19988.73,0.52,0.52,0.15,0.91,4859.88,0.804420448467741
st6392,25392.26,154.44,2.16,0.79,0.59,0.19,0.98,21678.7,0.54,0.6,0.2,0.96,3713.56,0.853752285145158
st6393,10152.42,101.01,505.87,0.65,0.58,0.18,0.97,491.23,0.3,0.97,0.78,0.9,9661.19,0.048385508085757
st6394,32776.85,179.37,12.97,0.68,0.61,0.21,0.97,20116.99,0.19,0.75,0.34,0.85,12659.85,0.613756050383121
st6395,16328.73,121.04,35.34,0.71,0.59,0.19,0.97,12448.35,0.4,0.58,0.18,0.92,3880.37,0.762358738248474
st6396,24551.71,161.77,46.74,0.81,0.51,0.14,0.98,19738.91,0.43,0.48,0.12,0.93,4812.8,0.803972920827103
st6397,18752.81,117.44,268.82,0.5,0.63,0.22,0.94,6487.19,0.22,0.79,0.39,0.78,12265.62,0.345931623047426
st6398,9540.43,89.03,124.83,0.42,0.75,0.33,0.91,6018.59,0.45,0.57,0.18,0.92,3521.84,0.63085102034185
st6399,27888.66,161.66,229.24,0.53,0.64,0.23,0.97,23448.15,0.47,0.62,0.22,0.94,4440.51,0.840777219127775
st6400,11654.88,111.51,33.51,0.78,0.41,0.09,0.98,8982.8,0.55,0.55,0.17,0.93,2672.09,0.77073294619936
st6401,19555.49,139.77,75.12,0.76,0.44,0.1,0.97,15691.95,0.42,0.51,0.14,0.92,3863.54,0.802431951334382
st6402,15978.72,129.13,75.12,0.78,0.56,0.17,0.98,13152.33,0.53,0.54,0.16,0.95,2826.39,0.823115368440025
st6403,10747.81,91.28,54.77,0.74,0.77,0.36,0.97,7089.29,0.48,0.75,0.34,0.91,3658.52,0.659603212189274
st6404,12029.9,103.45,303.19,0.69,0.61,0.21,0.95,4991.44,0.51,0.76,0.35,0.89,7038.46,0.414919492265106
st6405,17558.05,131.59,138.84,0.75,0.53,0.15,0.97,12784.48,0.33,0.63,0.22,0.9,4773.57,0.728126414949268
st6406,7860.13,91.78,46.74,0.85,0.47,0.12,0.99,5349.63,0.5,0.49,0.13,0.93,2510.5,0.680603247020087
st6407,4231.85,35.97,463.99,0.39,0.97,0.76,0.98,2715.75,0.35,0.97,0.74,0.89,1516.1,0.641740609898744
st6408,21229.42,125.62,474.79,0.44,0.55,0.17,0.91,14298.65,0.29,0.59,0.19,0.84,6930.77,0.673529940996975
st6409,21180.42,135.12,105.11,0.52,0.67,0.26,0.95,16348.28,0.48,0.66,0.25,0.93,4832.13,0.771858159564352
st6410,2000.28,39.58,85.31,0.26,0.5,0.13,0.88,1679.62,0.53,0.38,0.08,0.93,320.66,0.839692443057972
st6411,39635.98,180.75,57.8,0.32,0.52,0.15,0.9,31123.38,0.25,0.5,0.13,0.88,8512.6,0.785230490074927
st6412,20220.93,114.65,57.8,0.65,0.86,0.49,0.98,17065.23,0.43,0.86,0.5,0.94,3155.7,0.843938928624944
st6413,38926.32,188.36,42.15,0.78,0.68,0.27,0.98,32544.77,0.42,0.7,0.28,0.94,6381.55,0.836060793827929
st6414,27453.83,159.28,15.36,0.52,0.58,0.19,0.94,18572.92,0.41,0.69,0.28,0.91,8880.91,0.676514715797395
st6415,18370.51,107.11,515.73,0.28,0.81,0.42,0.83,13970.37,0.21,0.85,0.48,0.77,4400.14,0.760478070559827
st6416,40461.07,206.52,227.37,0.57,0.43,0.1,0.94,30255.54,0.35,0.57,0.18,0.89,10205.52,0.747769151928014
st6417,39272.79,201.48,164.52,0.75,0.35,0.06,0.97,27118.38,0.34,0.35,0.06,0.86,12154.41,0.690513202652524
st6418,45804.78,214.79,146.75,0.72,0.38,0.07,0.97,33964.44,0.37,0.34,0.06,0.9,11840.34,0.741504270951634
st6419,40349.63,203.32,387.24,0.79,0.42,0.09,0.98,32471.76,0.44,0.32,0.05,0.93,7877.87,0.804759795814732
st6420,16321.33,111.33,146.75,0.67,0.82,0.42,0.97,2531.99,0.29,0.76,0.36,0.76,13789.34,0.155133803433911
st6421,14433.28,94.73,355.23,0.28,0.63,0.23,0.8,12536.71,0.24,0.63,0.22,0.83,1896.58,0.86859743592586
st6422,23518.87,109.53,204.94,0.22,0.57,0.18,0.77,19745.27,0.3,0.64,0.23,0.82,3773.6,0.839550114440022
st6423,31682.5,114.7,204.94,0.32,0.9,0.56,0.81,21908.62,0.25,0.9,0.57,0.76,9773.88,0.691505405192141
st6424,5116.07,50.37,388.4,0.38,0.93,0.64,0.84,3157.74,0.34,0.92,0.61,0.86,1958.32,0.617219858211479
st6425,26116.59,157.31,12.81,0.48,0.6,0.2,0.95,18176.52,0.39,0.69,0.27,0.91,7940.07,0.695976006055921
st6426,6879.15,74.99,12.81,0.52,0.76,0.35,0.93,3572.1,0.35,0.82,0.43,0.87,3307.04,0.519264734741938
st6427,39071.07,205.95,407.4,0.75,0.45,0.11,0.98,29298.56,0.41,0.55,0.17,0.89,9772.52,0.749878618630102
st6428,37643.55,192.95,167.86,0.74,0.27,0.04,0.96,25334.49,0.35,0.47,0.12,0.85,12309.06,0.673010117271086
st6429,19601.54,98.85,506.78,0.36,0.85,0.47,0.86,14595.66,0.23,0.88,0.52,0.79,5005.88,0.744618024910288
st6430,43493.28,211.81,356.93,0.53,0.34,0.06,0.96,32897.15,0.32,0.57,0.18,0.9,10596.12,0.75637316845269
st6431,36397.05,194.1,201.1,0.55,0.48,0.12,0.95,27299.52,0.45,0.55,0.17,0.91,9097.53,0.750047600011539
st6432,43034.91,212.87,110.41,0.71,0.51,0.14,0.98,35397.2,0.43,0.59,0.19,0.94,7637.71,0.822522923830908
st6433,54690.24,200.73,140.16,0.64,0.76,0.35,0.97,44502,0.41,0.79,0.39,0.92,10188.24,0.813710087942565
st6434,45927.7,195.37,110.41,0.66,0.75,0.33,0.97,32054.67,0.27,0.74,0.32,0.88,13873.03,0.697937628054529
st6435,6649.34,61.55,379.36,0.31,0.9,0.56,0.92,2674.81,0.21,0.93,0.64,0.74,3974.53,0.402266991911979
st6436,22750.87,123.78,323.34,0.49,0.8,0.4,0.92,13990.38,0.47,0.85,0.47,0.88,8760.49,0.614938241922177
st6437,35546.84,195.64,130.11,0.67,0.5,0.13,0.96,25774.32,0.41,0.46,0.11,0.89,9772.52,0.725080485353972
st6438,33926.8,148.94,59.57,0.44,0.65,0.24,0.92,24459.94,0.27,0.69,0.28,0.82,9466.86,0.720962189183772
st6439,42339.91,216.64,54.64,0.69,0.41,0.09,0.97,34517.87,0.44,0.44,0.1,0.92,7822.04,0.815256102339377
st6440,44845.63,215.19,59.57,0.49,0.46,0.11,0.93,35492.71,0.41,0.43,0.09,0.93,9352.92,0.791441886310885
