,tubule_diameters,tubule_sizes,tubule_distance_to_closest_instance,sampleID,Time_score
48148,22.82,1012.14,9.54,VALIGA_8bifauhf10,611
48149,33.18,1740.23,2.63,VALIGA_8bifauhf10,611
48150,19.93,388.66,3.63,VALIGA_8bifauhf10,611
48151,33.07,2216.9,6.08,VALIGA_8bifauhf10,611
48152,27.39,1538.73,10.32,VALIGA_8bifauhf10,611
48153,30.05,1729.65,0.34,VALIGA_8bifauhf10,611
48154,28.18,1832.9,0.34,VALIGA_8bifauhf10,611
48155,24.44,669.87,3.47,VALIGA_8bifauhf10,611
48156,42.62,5543.05,3.84,VALIGA_8bifauhf10,611
48157,44.17,5800.38,3.84,VALIGA_8bifauhf10,611
48158,22.26,576.06,1.35,VALIGA_8bifauhf10,611
48159,34.97,1456.63,6.94,VALIGA_8bifauhf10,611
48160,47.62,3539.81,0.75,VALIGA_8bifauhf10,611
48161,21.94,584.7,0.34,VALIGA_8bifauhf10,611
48162,8.77,185.35,0.34,VALIGA_8bifauhf10,611
48163,18.0,362.62,1.69,VALIGA_8bifauhf10,611
48164,41.51,5032.94,3.77,VALIGA_8bifauhf10,611
48165,14.48,256.42,0.75,VALIGA_8bifauhf10,611
48166,30.35,3163.66,4.59,VALIGA_8bifauhf10,611
48167,20.21,444.04,17.27,VALIGA_8bifauhf10,611
48168,27.39,1012.48,0.34,VALIGA_8bifauhf10,611
48169,12.81,305.54,0.34,VALIGA_8bifauhf10,611
48170,23.6,601.19,15.98,VALIGA_8bifauhf10,611
48171,40.04,3829.09,1.69,VALIGA_8bifauhf10,611
48172,61.31,6588.62,2.38,VALIGA_8bifauhf10,611
48173,26.45,3695.59,1.69,VALIGA_8bifauhf10,611
48174,31.61,3989.99,8.15,VALIGA_8bifauhf10,611
48175,15.38,539.56,33.81,VALIGA_8bifauhf10,611
48176,13.44,287.12,0.34,VALIGA_8bifauhf10,611
48177,52.18,6827.87,0.34,VALIGA_8bifauhf10,611
48178,39.03,3795.89,0.34,VALIGA_8bifauhf10,611
48179,19.29,500.78,16.77,VALIGA_8bifauhf10,611
48180,17.81,361.71,6.83,VALIGA_8bifauhf10,611
48181,29.93,823.72,7.09,VALIGA_8bifauhf10,611
48182,21.33,682.6,0.34,VALIGA_8bifauhf10,611
48183,14.31,393.32,4.17,VALIGA_8bifauhf10,611
48184,26.6,1999.37,3.11,VALIGA_8bifauhf10,611
48185,44.46,2742.13,3.18,VALIGA_8bifauhf10,611
48186,40.24,2164.48,2.38,VALIGA_8bifauhf10,611
48187,18.41,334.65,8.53,VALIGA_8bifauhf10,611
48188,37.04,2084.88,4.23,VALIGA_8bifauhf10,611
48189,31.95,1937.17,0.34,VALIGA_8bifauhf10,611
48190,14.73,417.55,14.93,VALIGA_8bifauhf10,611
48191,17.81,695.91,1.35,VALIGA_8bifauhf10,611
48192,20.41,837.93,4.23,VALIGA_8bifauhf10,611
48193,15.08,431.76,3.18,VALIGA_8bifauhf10,611
48194,23.38,837.71,7.24,VALIGA_dxhcr6k0cr,345
48195,33.07,2078.63,14.55,VALIGA_dxhcr6k0cr,345
48196,17.65,691.25,10.53,VALIGA_dxhcr6k0cr,345
48197,41.93,1975.49,0.34,VALIGA_dxhcr6k0cr,345
48198,7.29,222.53,0.34,VALIGA_dxhcr6k0cr,345
48199,42.01,4828.15,2.26,VALIGA_dxhcr6k0cr,345
48200,15.51,782.44,10.53,VALIGA_dxhcr6k0cr,345
48201,14.31,332.72,1.97,VALIGA_dxhcr6k0cr,345
48202,35.54,2058.62,3.84,VALIGA_dxhcr6k0cr,345
48203,18.81,381.27,22.89,VALIGA_dxhcr6k0cr,345
48204,23.56,650.99,2.86,VALIGA_dxhcr6k0cr,345
48205,39.68,5095.94,1.39,VALIGA_dxhcr6k0cr,345
48206,22.42,1364.75,14.5,VALIGA_dxhcr6k0cr,345
48207,46.27,4010.12,2.26,VALIGA_dxhcr6k0cr,345
48208,47.88,5056.48,1.91,VALIGA_dxhcr6k0cr,345
48209,32.69,980.19,3.11,VALIGA_dxhcr6k0cr,345
48210,15.69,409.13,0.34,VALIGA_dxhcr6k0cr,345
48211,10.98,202.63,5.76,VALIGA_dxhcr6k0cr,345
48212,28.68,1134.72,0.75,VALIGA_dxhcr6k0cr,345
48213,35.07,1468.91,2.86,VALIGA_dxhcr6k0cr,345
48214,39.12,3160.7,2.86,VALIGA_dxhcr6k0cr,345
48215,28.96,897.63,2.26,VALIGA_dxhcr6k0cr,345
48216,16.31,286.21,5.49,VALIGA_dxhcr6k0cr,345
48217,13.25,245.73,2.45,VALIGA_dxhcr6k0cr,345
48218,20.39,702.16,0.75,VALIGA_dxhcr6k0cr,345
48219,24.7,611.65,3.02,VALIGA_dxhcr6k0cr,345
48220,46.46,4312.47,2.9,VALIGA_dxhcr6k0cr,345
48221,25.59,1838.13,3.02,VALIGA_dxhcr6k0cr,345
48222,25.63,1452.65,5.07,VALIGA_dxhcr6k0cr,345
48223,21.3,1033.06,2.45,VALIGA_dxhcr6k0cr,345
48224,17.51,455.07,0.34,VALIGA_dxhcr6k0cr,345
48225,21.12,692.16,2.63,VALIGA_dxhcr6k0cr,345
48226,19.64,543.31,8.43,VALIGA_dxhcr6k0cr,345
48227,47.69,3677.74,2.78,VALIGA_dxhcr6k0cr,345
48228,43.4,3906.64,1.22,VALIGA_dxhcr6k0cr,345
48229,53.09,3589.39,2.13,VALIGA_dxhcr6k0cr,345
48230,48.62,4731.16,1.22,VALIGA_dxhcr6k0cr,345
48231,18.7,576.17,6.68,VALIGA_dxhcr6k0cr,345
48232,26.98,859.2,0.34,VALIGA_dxhcr6k0cr,345
48233,45.51,3741.31,2.9,VALIGA_dxhcr6k0cr,345
48234,20.78,464.05,8.2,VALIGA_dxhcr6k0cr,345
48235,58.66,8430.28,0.95,VALIGA_dxhcr6k0cr,345
48236,9.82,212.75,20.08,VALIGA_dxhcr6k0cr,345
48237,30.12,838.16,4.07,VALIGA_dxhcr6k0cr,345
48238,39.03,1649.94,9.55,VALIGA_dxhcr6k0cr,345
48239,22.82,566.96,10.26,VALIGA_dxhcr6k0cr,345
48240,28.96,747.99,5.49,VALIGA_dxhcr6k0cr,345
48241,15.74,367.63,2.78,VALIGA_dxhcr6k0cr,345
48242,38.84,2379.85,2.02,VALIGA_dxhcr6k0cr,345
48243,23.95,615.29,5.28,VALIGA_dxhcr6k0cr,345
48244,32.63,1680.19,2.45,VALIGA_dxhcr6k0cr,345
48245,15.38,234.7,21.22,VALIGA_dxhcr6k0cr,345
48246,29.63,1042.5,2.02,VALIGA_dxhcr6k0cr,345
48247,28.45,1280.49,5.56,VALIGA_dxhcr6k0cr,345
48248,13.49,316.23,0.34,VALIGA_dxhcr6k0cr,345
48249,35.71,1615.49,2.36,VALIGA_dxhcr6k0cr,345
48250,21.42,585.5,5.58,VALIGA_dxhcr6k0cr,345
48251,16.7,397.65,2.86,VALIGA_dxhcr6k0cr,345
48252,28.53,782.22,5.49,VALIGA_dxhcr6k0cr,345
48253,43.88,3714.7,4.38,VALIGA_dxhcr6k0cr,345
48254,42.57,6083.63,10.26,VALIGA_dxhcr6k0cr,345
48255,29.71,1082.98,8.29,VALIGA_dxhcr6k0cr,345
48256,32.21,1102.54,5.41,VALIGA_dxhcr6k0cr,345
48257,31.7,1480.51,5.06,VALIGA_dxhcr6k0cr,345
48258,20.39,1756.37,9.39,VALIGA_dxhcr6k0cr,345
48259,51.3,6109.67,0.95,VALIGA_dxhcr6k0cr,345
48260,18.1,337.27,11.86,VALIGA_dxhcr6k0cr,345
48261,36.72,2049.29,2.45,VALIGA_dxhcr6k0cr,345
48262,29.18,1203.17,2.38,VALIGA_dxhcr6k0cr,345
48263,46.34,4925.94,2.78,VALIGA_dxhcr6k0cr,345
48264,18.99,497.26,3.84,VALIGA_dxhcr6k0cr,345
48265,29.58,1977.88,0.34,VALIGA_dxhcr6k0cr,345
48266,28.33,1115.5,0.34,VALIGA_dxhcr6k0cr,345
48267,40.4,3906.07,3.47,VALIGA_dxhcr6k0cr,345
48268,16.87,598.23,2.02,VALIGA_dxhcr6k0cr,345
48269,39.12,4072.2,3.03,VALIGA_dxhcr6k0cr,345
48270,13.35,218.67,4.06,VALIGA_dxhcr6k0cr,345
48271,22.66,489.18,2.38,VALIGA_dxhcr6k0cr,345
48272,40.9,3051.76,0.67,VALIGA_dxhcr6k0cr,345
48273,36.8,2711.54,0.95,VALIGA_dxhcr6k0cr,345
48274,18.52,603.69,1.69,VALIGA_dxhcr6k0cr,345
48275,38.15,2936.92,0.67,VALIGA_dxhcr6k0cr,345
48276,18.9,1032.15,5.74,VALIGA_dxhcr6k0cr,345
48277,42.71,2486.51,1.69,VALIGA_dxhcr6k0cr,345
48278,30.54,1359.41,3.02,VALIGA_dxhcr6k0cr,345
48279,39.84,2084.88,5.4,VALIGA_dxhcr6k0cr,345
48280,31.98,1546.12,2.36,VALIGA_dxhcr6k0cr,345
48281,36.3,2020.86,0.34,VALIGA_dxhcr6k0cr,345
48282,15.53,319.41,2.36,VALIGA_dxhcr6k0cr,345
48283,15.16,294.74,10.29,VALIGA_dxhcr6k0cr,345
48284,36.69,1283.79,0.34,VALIGA_dxhcr6k0cr,345
48285,42.47,2277.28,1.69,VALIGA_dxhcr6k0cr,345
48286,63.9,7790.77,1.22,VALIGA_dxhcr6k0cr,345
48287,21.33,1062.74,1.69,VALIGA_dxhcr6k0cr,345
48288,31.88,1292.89,3.77,VALIGA_dxhcr6k0cr,345
48289,43.13,2001.31,4.4,VALIGA_dxhcr6k0cr,345
48290,32.63,1422.41,12.26,VALIGA_dxhcr6k0cr,345
48291,26.23,818.38,2.57,VALIGA_dxhcr6k0cr,345
48292,46.51,5923.07,1.69,VALIGA_dxhcr6k0cr,345
48293,34.93,2439.21,1.43,VALIGA_dxhcr6k0cr,345
48294,33.05,2220.2,1.69,VALIGA_ia13pungjb,320
48295,14.23,356.48,2.36,VALIGA_ia13pungjb,320
48296,69.52,6975.01,1.07,VALIGA_ia13pungjb,320
48297,8.77,318.84,7.04,VALIGA_ia13pungjb,320
48298,22.62,997.24,2.57,VALIGA_ia13pungjb,320
48299,15.38,401.17,1.72,VALIGA_ia13pungjb,320
48300,32.06,1488.47,2.57,VALIGA_ia13pungjb,320
48301,43.84,4156.12,1.69,VALIGA_ia13pungjb,320
48302,34.82,2667.88,0.67,VALIGA_ia13pungjb,320
48303,11.95,255.17,1.22,VALIGA_ia13pungjb,320
48304,39.75,2174.49,1.22,VALIGA_ia13pungjb,320
48305,52.67,3539.92,1.07,VALIGA_ia13pungjb,320
48306,60.62,7184.12,1.07,VALIGA_ia13pungjb,320
48307,20.78,1059.56,0.34,VALIGA_ia13pungjb,320
48308,24.45,1051.37,0.34,VALIGA_ia13pungjb,320
48309,56.77,4809.96,0.67,VALIGA_ia13pungjb,320
48310,60.04,7271.68,1.91,VALIGA_ia13pungjb,320
48311,24.8,993.83,0.34,VALIGA_ia13pungjb,320
48312,25.64,987.35,2.63,VALIGA_ia13pungjb,320
48313,16.98,588.45,19.45,VALIGA_ia13pungjb,320
48314,22.42,662.14,0.95,VALIGA_ia13pungjb,320
48315,14.48,265.74,19.97,VALIGA_ia13pungjb,320
48316,26.75,1034.88,4.07,VALIGA_ia13pungjb,320
48317,10.79,225.15,4.12,VALIGA_ia13pungjb,320
48318,22.9,731.96,3.03,VALIGA_ia13pungjb,320
48319,40.47,2427.49,0.95,VALIGA_ia13pungjb,320
48320,13.44,261.53,11.48,VALIGA_ia13pungjb,320
48321,50.05,3193.45,7.15,VALIGA_ia13pungjb,320
48322,24.7,670.21,6.79,VALIGA_ia13pungjb,320
48323,25.77,1215.11,1.69,VALIGA_ia13pungjb,320
48324,46.77,3794.64,1.91,VALIGA_ia13pungjb,320
48325,22.26,758.9,1.01,VALIGA_ia13pungjb,320
48326,41.21,2875.74,1.07,VALIGA_ia13pungjb,320
48327,17.06,384.8,5.89,VALIGA_ia13pungjb,320
48328,28.96,1355.89,1.82,VALIGA_ia13pungjb,320
48329,29.2,1179.63,1.39,VALIGA_ia13pungjb,320
48330,15.16,231.63,6.15,VALIGA_ia13pungjb,320
48331,42.27,2038.83,3.47,VALIGA_ia13pungjb,320
48332,8.45,223.78,4.59,VALIGA_ia13pungjb,320
48333,11.06,210.02,2.45,VALIGA_ia13pungjb,320
48334,31.58,1227.05,1.69,VALIGA_ia13pungjb,320
48335,51.44,6536.43,1.07,VALIGA_ia13pungjb,320
48336,18.52,409.24,1.82,VALIGA_ia13pungjb,320
48337,24.73,894.22,2.72,VALIGA_ia13pungjb,320
48338,18.35,582.88,8.77,VALIGA_ia13pungjb,320
48339,15.38,280.3,4.59,VALIGA_ia13pungjb,320
48340,28.16,985.76,1.39,VALIGA_ia13pungjb,320
48341,45.86,2699.49,1.69,VALIGA_ia13pungjb,320
48342,56.7,3698.89,0.34,VALIGA_ia13pungjb,320
48343,11.22,315.09,13.36,VALIGA_ia13pungjb,320
48344,15.08,320.55,1.07,VALIGA_ia13pungjb,320
48345,12.4,335.45,12.59,VALIGA_ia13pungjb,320
48346,28.17,1108.68,8.77,VALIGA_ia13pungjb,320
48347,48.88,3149.33,2.38,VALIGA_ia13pungjb,320
48348,35.41,5067.17,1.22,VALIGA_ia13pungjb,320
48349,22.93,700.23,1.07,VALIGA_ia13pungjb,320
48350,18.16,557.18,0.34,VALIGA_ia13pungjb,320
48351,13.03,652.81,5.76,VALIGA_ia13pungjb,320
48352,22.33,899.0,0.67,VALIGA_ia13pungjb,320
48353,22.9,825.65,1.91,VALIGA_ia13pungjb,320
48354,26.85,972.0,3.02,VALIGA_ia13pungjb,320
48355,37.12,1497.0,3.05,VALIGA_ia13pungjb,320
48356,14.53,400.49,0.67,VALIGA_ia13pungjb,320
48357,20.69,448.82,13.27,VALIGA_ia13pungjb,320
48358,24.44,837.25,8.64,VALIGA_ia13pungjb,320
48359,51.03,4862.38,1.69,VALIGA_ia13pungjb,320
48360,49.98,5228.87,1.91,VALIGA_ia13pungjb,320
48361,20.54,634.51,1.22,VALIGA_ia13pungjb,320
48362,41.15,2366.43,3.05,VALIGA_ia13pungjb,320
48363,11.6,406.52,4.06,VALIGA_ia13pungjb,320
48364,29.63,865.11,11.53,VALIGA_ia13pungjb,320
48365,21.88,945.73,5.06,VALIGA_ia13pungjb,320
48366,27.68,1051.37,3.63,VALIGA_ia13pungjb,320
48367,29.8,1172.24,1.22,VALIGA_ia13pungjb,320
48368,28.63,1515.08,0.34,VALIGA_ia13pungjb,320
48369,39.28,1993.69,2.26,VALIGA_ia13pungjb,320
48370,32.43,1419.11,10.39,VALIGA_ia13pungjb,320
48371,25.25,846.12,22.04,VALIGA_ia13pungjb,320
48372,37.98,1548.17,2.57,VALIGA_ia13pungjb,320
48373,33.05,1741.93,1.91,VALIGA_ia13pungjb,320
48374,47.9,3910.62,1.69,VALIGA_ia13pungjb,320
48375,37.41,1534.98,3.02,VALIGA_ia13pungjb,320
48376,25.95,738.44,4.06,VALIGA_ia13pungjb,320
48377,6.78,183.64,0.34,VALIGA_ia13pungjb,320
48378,18.65,773.46,7.69,VALIGA_ia13pungjb,320
48379,11.78,220.6,4.05,VALIGA_ia13pungjb,320
48380,57.26,4072.2,1.35,VALIGA_ia13pungjb,320
48381,13.76,546.49,0.34,VALIGA_ia13pungjb,320
48382,23.07,726.04,4.54,VALIGA_ia13pungjb,320
48383,31.61,1410.01,12.97,VALIGA_ia13pungjb,320
48384,28.63,1667.79,3.11,VALIGA_ia13pungjb,320
48385,16.21,282.57,1.22,VALIGA_ia13pungjb,320
48386,53.99,2850.04,3.02,VALIGA_ia13pungjb,320
48387,20.48,687.27,3.11,VALIGA_ia13pungjb,320
48388,23.53,1039.54,1.91,VALIGA_ia13pungjb,320
48389,26.85,1015.78,4.27,VALIGA_ia13pungjb,320
48390,18.1,531.14,4.05,VALIGA_ia13pungjb,320
48391,21.55,924.81,2.72,VALIGA_ia13pungjb,320
48392,33.89,1698.38,7.79,VALIGA_ia13pungjb,320
48393,58.19,5021.69,2.72,VALIGA_ia13pungjb,320
48394,79.03,9436.73,2.02,VALIGA_y9yxx0faop,287
48395,74.1,9017.59,2.38,VALIGA_y9yxx0faop,287
48396,24.96,1689.17,0.34,VALIGA_y9yxx0faop,287
48397,47.88,2748.16,4.06,VALIGA_y9yxx0faop,287
48398,62.52,5514.96,0.34,VALIGA_y9yxx0faop,287
48399,27.53,1271.51,0.34,VALIGA_y9yxx0faop,287
48400,11.93,314.07,24.3,VALIGA_y9yxx0faop,287
48401,27.39,2272.62,0.34,VALIGA_y9yxx0faop,287
48402,13.49,296.67,0.34,VALIGA_y9yxx0faop,287
48403,21.33,705.57,1.91,VALIGA_y9yxx0faop,287
48404,56.4,3305.91,1.35,VALIGA_y9yxx0faop,287
48405,23.6,1189.3,18.36,VALIGA_y9yxx0faop,287
48406,72.44,5771.04,2.38,VALIGA_y9yxx0faop,287
48407,13.57,407.88,0.34,VALIGA_y9yxx0faop,287
48408,28.83,1773.89,2.7,VALIGA_y9yxx0faop,287
48409,25.63,761.86,2.7,VALIGA_y9yxx0faop,287
48410,9.54,268.36,2.57,VALIGA_y9yxx0faop,287
48411,18.52,492.94,2.57,VALIGA_y9yxx0faop,287
48412,41.14,7735.05,0.34,VALIGA_y9yxx0faop,287
48413,19.45,1199.42,0.34,VALIGA_y9yxx0faop,287
48414,12.6,317.14,0.34,VALIGA_y9yxx0faop,287
48415,72.88,6839.69,2.02,VALIGA_y9yxx0faop,287
48416,11.8,348.98,0.34,VALIGA_y9yxx0faop,287
48417,59.87,8516.47,1.35,VALIGA_y9yxx0faop,287
48418,27.45,2251.58,0.34,VALIGA_y9yxx0faop,287
48419,70.23,5198.05,1.69,VALIGA_y9yxx0faop,287
48420,18.21,547.52,0.34,VALIGA_y9yxx0faop,287
48421,76.14,6903.94,1.69,VALIGA_y9yxx0faop,287
48422,83.61,9442.3,1.69,VALIGA_y9yxx0faop,287
48423,8.09,269.72,6.44,VALIGA_y9yxx0faop,287
48424,30.94,2049.75,2.16,VALIGA_y9yxx0faop,287
48425,22.3,1945.25,0.34,VALIGA_y9yxx0faop,287
48426,52.88,3558.35,2.05,VALIGA_y9yxx0faop,287
48427,51.93,5834.94,2.88,VALIGA_y9yxx0faop,287
48428,9.54,473.26,4.73,VALIGA_y9yxx0faop,287
48429,20.51,487.02,3.11,VALIGA_y9yxx0faop,287
48430,51.63,5155.75,0.34,VALIGA_y9yxx0faop,287
48431,14.29,465.08,0.34,VALIGA_y9yxx0faop,287
48432,23.53,1359.64,0.34,VALIGA_y9yxx0faop,287
48433,41.75,2180.29,11.48,VALIGA_y9yxx0faop,287
48434,32.39,3499.78,0.34,VALIGA_y9yxx0faop,287
48435,37.41,1544.08,2.7,VALIGA_y9yxx0faop,287
48436,70.3,6517.21,2.16,VALIGA_y9yxx0faop,287
48437,68.2,18211.09,1.35,VALIGA_y9yxx0faop,287
48438,34.57,2270.57,0.34,VALIGA_y9yxx0faop,287
48439,22.61,700.34,2.88,VALIGA_y9yxx0faop,287
48440,33.48,2015.18,2.63,VALIGA_y9yxx0faop,287
48441,65.46,6034.17,0.34,VALIGA_y9yxx0faop,287
48442,9.44,417.77,11.48,VALIGA_y9yxx0faop,287
48443,26.3,2059.3,0.34,VALIGA_y9yxx0faop,287
48444,58.19,11333.19,0.34,VALIGA_y9yxx0faop,287
48445,48.19,2915.65,3.03,VALIGA_y9yxx0faop,287
48446,26.95,2357.56,0.34,VALIGA_y9yxx0faop,287
48447,32.37,1308.7,16.74,VALIGA_y9yxx0faop,287
48448,63.37,7649.42,0.34,VALIGA_y9yxx0faop,287
48449,83.85,7888.1,1.35,VALIGA_y9yxx0faop,287
48450,62.26,5386.47,3.34,VALIGA_y9yxx0faop,287
48451,14.73,244.82,3.02,VALIGA_y9yxx0faop,287
48452,20.63,922.65,0.34,VALIGA_y9yxx0faop,287
48453,17.06,637.8,0.34,VALIGA_y9yxx0faop,287
48454,10.66,220.83,0.34,VALIGA_y9yxx0faop,287
48455,15.08,261.08,3.02,VALIGA_y9yxx0faop,287
48456,13.76,311.34,0.34,VALIGA_y9yxx0faop,287
48457,65.78,9124.93,2.86,VALIGA_y9yxx0faop,287
48458,30.71,2179.04,2.86,VALIGA_y9yxx0faop,287
48459,80.55,22858.33,1.69,VALIGA_y9yxx0faop,287
48460,10.49,212.98,1.35,VALIGA_y9yxx0faop,287
48461,43.16,8223.32,0.34,VALIGA_y9yxx0faop,287
48462,16.66,723.54,0.34,VALIGA_y9yxx0faop,287
48463,18.16,787.1,0.34,VALIGA_y9yxx0faop,287
48464,29.96,1419.11,2.86,VALIGA_y9yxx0faop,287
48465,13.51,440.17,0.34,VALIGA_y9yxx0faop,287
48466,38.04,1631.29,4.27,VALIGA_y9yxx0faop,287
48467,11.31,272.11,0.34,VALIGA_y9yxx0faop,287
48468,58.83,5274.12,1.91,VALIGA_y9yxx0faop,287
48469,37.79,2314.69,0.34,VALIGA_y9yxx0faop,287
48470,67.78,6985.7,1.69,VALIGA_y9yxx0faop,287
48471,26.27,2997.98,0.34,VALIGA_y9yxx0faop,287
48472,10.87,219.46,4.5,VALIGA_y9yxx0faop,287
48473,22.27,719.45,1.69,VALIGA_y9yxx0faop,287
48474,64.33,8198.53,1.97,VALIGA_y9yxx0faop,287
48475,10.66,736.28,8.16,VALIGA_y9yxx0faop,287
48476,76.14,11803.5,2.02,VALIGA_y9yxx0faop,287
48477,26.44,2623.99,5.28,VALIGA_y9yxx0faop,287
48478,27.65,848.96,0.34,VALIGA_y9yxx0faop,287
48479,54.94,4943.91,2.36,VALIGA_y9yxx0faop,287
48480,26.02,1288.8,0.34,VALIGA_y9yxx0faop,287
48481,11.47,220.71,60.15,VALIGA_y9yxx0faop,287
48482,63.0,12268.35,2.02,VALIGA_y9yxx0faop,287
48483,25.06,3665.57,0.34,VALIGA_y9yxx0faop,287
48484,73.89,5934.78,1.35,VALIGA_y9yxx0faop,287
48485,64.41,4571.39,2.38,VALIGA_y9yxx0faop,287
48486,12.06,392.76,1.39,VALIGA_y9yxx0faop,287
48487,66.51,9691.67,1.51,VALIGA_y9yxx0faop,287
48488,16.24,704.32,3.65,VALIGA_y9yxx0faop,287
48489,51.93,7468.06,1.51,VALIGA_y9yxx0faop,287
48490,29.0,1324.05,2.57,VALIGA_y9yxx0faop,287
48491,65.47,7644.19,1.97,VALIGA_y9yxx0faop,287
48492,11.12,355.46,3.65,VALIGA_y9yxx0faop,287
48493,30.38,1349.86,5.14,VALIGA_y9yxx0faop,287
48494,42.08,3662.05,0.34,VALIGA_wgw9n3lny9,242
48495,35.9,1630.72,0.34,VALIGA_wgw9n3lny9,242
48496,59.7,7589.16,1.69,VALIGA_wgw9n3lny9,242
48497,28.45,1053.53,3.02,VALIGA_wgw9n3lny9,242
48498,7.42,211.62,6.92,VALIGA_wgw9n3lny9,242
48499,10.9,198.88,8.51,VALIGA_wgw9n3lny9,242
48500,58.02,16786.98,1.51,VALIGA_wgw9n3lny9,242
48501,39.24,2613.87,0.34,VALIGA_wgw9n3lny9,242
48502,25.85,1454.81,0.34,VALIGA_wgw9n3lny9,242
48503,29.01,2194.84,0.34,VALIGA_wgw9n3lny9,242
48504,60.05,4437.67,3.32,VALIGA_wgw9n3lny9,242
48505,37.4,3629.64,2.16,VALIGA_wgw9n3lny9,242
48506,16.42,333.29,0.34,VALIGA_wgw9n3lny9,242
48507,17.17,549.34,2.86,VALIGA_wgw9n3lny9,242
48508,62.43,5191.57,0.34,VALIGA_wgw9n3lny9,242
48509,56.12,4189.55,3.02,VALIGA_wgw9n3lny9,242
48510,36.42,1425.7,6.79,VALIGA_wgw9n3lny9,242
48511,49.76,3285.44,1.51,VALIGA_wgw9n3lny9,242
48512,15.16,250.62,1.69,VALIGA_wgw9n3lny9,242
48513,42.65,1783.89,3.02,VALIGA_wgw9n3lny9,242
48514,25.63,1425.82,0.34,VALIGA_wgw9n3lny9,242
48515,35.3,1482.56,5.4,VALIGA_wgw9n3lny9,242
48516,41.41,3558.69,1.35,VALIGA_wgw9n3lny9,242
48517,70.18,9541.8,2.02,VALIGA_wgw9n3lny9,242
48518,17.29,405.61,4.23,VALIGA_wgw9n3lny9,242
48519,14.93,263.13,6.41,VALIGA_wgw9n3lny9,242
48520,66.78,13940.35,1.39,VALIGA_wgw9n3lny9,242
48521,25.63,1210.68,0.34,VALIGA_wgw9n3lny9,242
48522,38.54,2569.18,3.11,VALIGA_wgw9n3lny9,242
48523,15.38,341.59,6.95,VALIGA_wgw9n3lny9,242
48524,53.83,4764.59,1.69,VALIGA_wgw9n3lny9,242
48525,44.41,2684.48,1.69,VALIGA_wgw9n3lny9,242
48526,41.14,4786.31,2.02,VALIGA_wgw9n3lny9,242
48527,17.06,431.99,0.34,VALIGA_wgw9n3lny9,242
48528,49.24,7225.06,0.34,VALIGA_wgw9n3lny9,242
48529,13.64,241.29,9.78,VALIGA_wgw9n3lny9,242
48530,12.54,586.18,0.34,VALIGA_wgw9n3lny9,242
48531,59.67,4577.76,2.02,VALIGA_wgw9n3lny9,242
48532,14.84,493.05,8.43,VALIGA_wgw9n3lny9,242
48533,53.3,3249.17,2.38,VALIGA_wgw9n3lny9,242
48534,56.12,5086.73,0.34,VALIGA_wgw9n3lny9,242
48535,24.32,912.19,5.28,VALIGA_wgw9n3lny9,242
48536,36.85,2349.03,0.34,VALIGA_wgw9n3lny9,242
48537,65.34,13971.96,0.34,VALIGA_wgw9n3lny9,242
48538,57.8,6834.69,1.35,VALIGA_wgw9n3lny9,242
48539,35.29,2210.76,1.35,VALIGA_wgw9n3lny9,242
48540,36.84,1285.84,2.13,VALIGA_wgw9n3lny9,242
48541,35.61,2962.5,0.34,VALIGA_wgw9n3lny9,242
48542,14.34,378.88,0.34,VALIGA_wgw9n3lny9,242
48543,22.93,996.33,5.01,VALIGA_wgw9n3lny9,242
48544,9.44,277.57,0.34,VALIGA_wgw9n3lny9,242
48545,21.52,1277.77,0.34,VALIGA_wgw9n3lny9,242
48546,55.59,6974.55,1.91,VALIGA_wgw9n3lny9,242
48547,14.73,445.52,19.1,VALIGA_wgw9n3lny9,242
48548,46.71,5575.57,1.35,VALIGA_wgw9n3lny9,242
48549,72.35,6926.23,2.02,VALIGA_wgw9n3lny9,242
48550,35.21,1805.16,1.69,VALIGA_wgw9n3lny9,242
48551,44.51,2447.73,0.34,VALIGA_wgw9n3lny9,242
48552,17.53,428.12,10.12,VALIGA_wgw9n3lny9,242
48553,48.05,2725.64,2.7,VALIGA_wgw9n3lny9,242
48554,58.81,4290.3,3.63,VALIGA_wgw9n3lny9,242
48555,15.73,295.87,8.58,VALIGA_wgw9n3lny9,242
48556,56.38,6952.95,1.97,VALIGA_wgw9n3lny9,242
48557,54.36,6046.67,1.97,VALIGA_wgw9n3lny9,242
48558,13.56,254.71,4.05,VALIGA_wgw9n3lny9,242
48559,38.39,1894.42,3.03,VALIGA_wgw9n3lny9,242
48560,24.18,560.37,46.49,VALIGA_wgw9n3lny9,242
48561,48.88,2835.71,2.57,VALIGA_wgw9n3lny9,242
48562,31.58,2940.67,5.73,VALIGA_wgw9n3lny9,242
48563,16.3,402.65,29.11,VALIGA_wgw9n3lny9,242
48564,33.94,2099.55,2.26,VALIGA_wgw9n3lny9,242
48565,51.12,5732.83,1.35,VALIGA_wgw9n3lny9,242
48566,41.32,4831.9,1.35,VALIGA_wgw9n3lny9,242
48567,46.1,2395.31,4.7,VALIGA_wgw9n3lny9,242
48568,59.73,5663.13,1.35,VALIGA_wgw9n3lny9,242
48569,18.6,1154.28,12.88,VALIGA_wgw9n3lny9,242
48570,42.66,2657.76,1.35,VALIGA_wgw9n3lny9,242
48571,57.84,7756.65,1.51,VALIGA_wgw9n3lny9,242
